date,product_id,product_name,category,price,cost,impressions,visitors,product_clicks,add_to_cart,orders,units_sold,sales_amount,ad_spend,refund_units,inventory,rating
2026-05-14,P006,轻量羽绒服,羽绒服,899.0,382.0,5300,598,509,121,24,24,19723.54,3109.37,2,562,4.6
2026-05-14,P007,水洗牛仔裤,牛仔裤,429.0,168.0,6505,868,567,121,50,55,23019.48,3712.24,2,765,4.3
2026-05-14,P008,机能运动鞋,运动鞋,599.0,236.0,5392,424,314,77,17,20,11151.1,3019.43,2,707,4.7
2026-05-14,P009,城市斜挎包,斜挎包,289.0,96.0,6615,597,439,124,27,31,8697.95,1795.55,0,1079,4.5
2026-05-14,P010,刺绣棒球帽,棒球帽,159.0,48.0,7220,1079,720,134,54,59,8581.93,2027.88,1,1345,4.4
2026-05-15,P001,黑色冲锋衣,冲锋衣,699.0,285.0,3119,417,306,81,11,13,8480.57,1430.05,0,718,5.0
2026-05-15,P002,云白防晒衣,防晒衣,399.0,148.0,4610,681,448,76,28,33,12481.28,2842.71,0,917,4.6
2026-05-15,P003,卡其工装裤,工装裤,459.0,176.0,5044,648,491,102,32,36,15918.96,2572.83,1,807,4.7
2026-05-15,P004,灰色连帽卫衣,卫衣,329.0,122.0,4544,553,401,80,17,19,5927.32,1092.39,0,1013,4.4
2026-05-15,P005,复古印花T恤,T恤,199.0,63.0,5098,428,313,79,21,23,4301.54,636.8,2,1230,4.5
2026-05-15,P006,轻量羽绒服,羽绒服,899.0,382.0,6807,666,566,133,30,35,29098.69,8843.43,2,527,4.5
2026-05-15,P007,水洗牛仔裤,牛仔裤,429.0,168.0,4474,338,262,73,8,9,3623.21,919.93,2,756,4.4
2026-05-15,P008,机能运动鞋,运动鞋,599.0,236.0,4903,511,345,86,22,26,15181.03,3511.52,0,681,4.6
2026-05-15,P009,城市斜挎包,斜挎包,289.0,96.0,7558,719,584,104,24,24,6507.0,1812.75,0,1055,4.5
2026-05-15,P010,刺绣棒球帽,棒球帽,159.0,48.0,7689,750,556,149,34,37,5412.5,1040.62,2,1308,4.5
2026-05-16,P001,黑色冲锋衣,冲锋衣,699.0,285.0,4245,569,411,116,32,33,22166.39,6280.98,1,685,4.4
2026-05-16,P002,云白防晒衣,防晒衣,399.0,148.0,3170,281,184,45,14,15,5459.69,1257.18,2,902,4.6
2026-05-16,P003,卡其工装裤,工装裤,459.0,176.0,2838,236,193,54,12,13,5615.16,1491.57,2,794,4.3
2026-05-16,P004,灰色连帽卫衣,卫衣,329.0,122.0,5495,720,543,127,38,42,12751.2,1915.64,0,971,4.4
2026-05-16,P005,复古印花T恤,T恤,199.0,63.0,3412,295,198,49,7,8,1502.43,228.6,2,1222,4.4
2026-05-16,P006,轻量羽绒服,羽绒服,899.0,382.0,3164,423,318,94,19,21,18663.83,2780.91,2,506,4.6
2026-05-16,P007,水洗牛仔裤,牛仔裤,429.0,168.0,5845,492,322,56,29,32,13184.34,2748.1,1,724,4.7
2026-05-16,P008,机能运动鞋,运动鞋,599.0,236.0,3538,505,338,87,27,32,17806.99,5401.39,1,649,4.4
2026-05-16,P009,城市斜挎包,斜挎包,289.0,96.0,4616,399,284,57,21,21,5752.56,928.39,1,1034,4.7
2026-05-16,P010,刺绣棒球帽,棒球帽,159.0,48.0,6733,613,433,92,32,33,4800.83,1027.93,0,1275,4.5
2026-05-17,P001,黑色冲锋衣,冲锋衣,699.0,285.0,2524,243,178,38,9,10,6465.32,1532.89,0,675,4.8
2026-05-17,P002,云白防晒衣,防晒衣,399.0,148.0,2857,345,224,53,19,22,8435.03,1879.78,1,880,4.3
2026-05-17,P003,卡其工装裤,工装裤,459.0,176.0,5036,525,387,66,27,28,12432.1,2223.59,2,766,4.5
2026-05-17,P004,灰色连帽卫衣,卫衣,329.0,122.0,3695,483,358,72,17,18,5744.8,1293.23,2,953,4.5
2026-05-17,P005,复古印花T恤,T恤,199.0,63.0,3907,385,324,61,21,23,4495.17,1144.59,0,1199,4.7
2026-05-17,P006,轻量羽绒服,羽绒服,899.0,382.0,5662,636,416,98,24,25,21174.33,3776.49,0,481,4.6
2026-05-17,P007,水洗牛仔裤,牛仔裤,429.0,168.0,4469,568,406,74,15,17,7068.42,1376.39,1,707,5.0
2026-05-17,P008,机能运动鞋,运动鞋,599.0,236.0,6018,452,379,102,21,22,12047.86,2132.84,1,627,4.8
2026-05-17,P009,城市斜挎包,斜挎包,289.0,96.0,6984,646,485,82,30,32,8857.24,2365.65,0,1002,4.3
2026-05-17,P010,刺绣棒球帽,棒球帽,159.0,48.0,7267,857,573,138,43,46,6837.14,1031.12,0,1229,4.7
2026-05-18,P001,黑色冲锋衣,冲锋衣,699.0,285.0,3380,275,197,39,10,10,6699.65,1583.98,1,665,4.4
2026-05-18,P002,云白防晒衣,防晒衣,399.0,148.0,2362,314,210,43,14,14,5507.72,1247.31,2,866,4.4
2026-05-18,P003,卡其工装裤,工装裤,459.0,176.0,2885,320,272,44,12,12,5282.43,864.22,2,754,4.9
2026-05-18,P004,灰色连帽卫衣,卫衣,329.0,122.0,2891,206,177,37,7,8,2577.87,485.28,1,945,4.3
2026-05-18,P005,复古印花T恤,T恤,199.0,63.0,4048,340,229,55,20,24,4548.94,1228.83,0,1175,4.4
2026-05-18,P006,轻量羽绒服,羽绒服,899.0,382.0,4769,430,359,71,17,20,17130.69,2969.62,0,461,4.6
2026-05-18,P007,水洗牛仔裤,牛仔裤,429.0,168.0,3073,313,206,46,9,9,3650.9,1094.93,2,698,4.3
2026-05-18,P008,机能运动鞋,运动鞋,599.0,236.0,5404,679,450,77,33,38,21225.05,4000.79,0,589,4.7
2026-05-18,P009,城市斜挎包,斜挎包,289.0,96.0,3093,340,239,42,13,14,3881.39,716.61,2,988,4.5
2026-05-18,P010,刺绣棒球帽,棒球帽,159.0,48.0,4029,403,273,73,18,20,3094.17,871.99,2,1209,4.8
2026-05-19,P001,黑色冲锋衣,冲锋衣,699.0,285.0,2342,325,235,68,15,17,11554.47,1857.55,2,648,4.1
2026-05-19,P002,云白防晒衣,防晒衣,399.0,148.0,3756,377,290,50,16,18,6844.49,1594.13,0,848,4.7
2026-05-19,P003,卡其工装裤,工装裤,459.0,176.0,2536,218,183,46,6,6,2619.09,753.36,2,748,4.7
2026-05-19,P004,灰色连帽卫衣,卫衣,329.0,122.0,2840,295,227,45,17,18,5564.95,858.88,0,927,4.4
2026-05-19,P005,复古印花T恤,T恤,199.0,63.0,3758,460,381,101,14,14,2551.64,434.32,1,1161,4.8
2026-05-19,P006,轻量羽绒服,羽绒服,899.0,382.0,4386,516,380,86,24,25,21280.11,3377.23,0,436,4.7
2026-05-19,P007,水洗牛仔裤,牛仔裤,429.0,168.0,3291,363,309,66,13,13,5205.88,1327.72,0,685,4.0
2026-05-19,P008,机能运动鞋,运动鞋,599.0,236.0,3387,281,224,55,12,12,6709.85,1284.59,1,577,4.2
2026-05-19,P009,城市斜挎包,斜挎包,289.0,96.0,5580,631,450,126,35,42,11176.92,2007.56,0,946,4.7
2026-05-19,P010,刺绣棒球帽,棒球帽,159.0,48.0,5108,356,309,75,17,17,2629.37,701.91,2,1192,4.6
2026-05-20,P001,黑色冲锋衣,冲锋衣,699.0,285.0,3783,372,268,54,14,14,9102.78,2006.72,2,634,4.4
2026-05-20,P002,云白防晒衣,防晒衣,399.0,148.0,4491,627,449,132,37,38,14853.58,4583.34,1,810,4.6
2026-05-20,P003,卡其工装裤,工装裤,459.0,176.0,2713,228,149,31,12,13,5884.38,1683.1,1,735,4.7
2026-05-20,P004,灰色连帽卫衣,卫衣,329.0,122.0,2748,270,182,48,8,9,2739.89,475.17,0,918,4.4
2026-05-20,P005,复古印花T恤,T恤,199.0,63.0,4227,549,426,74,18,18,3405.18,543.23,1,1143,4.6
2026-05-20,P006,轻量羽绒服,羽绒服,899.0,382.0,4073,426,322,53,21,22,19462.42,3000.63,2,414,4.5
2026-05-20,P007,水洗牛仔裤,牛仔裤,429.0,168.0,3476,504,335,67,17,18,7508.31,1781.82,2,667,4.7
2026-05-20,P008,机能运动鞋,运动鞋,599.0,236.0,4214,515,437,109,16,18,9934.47,1789.69,0,559,4.7
2026-05-20,P009,城市斜挎包,斜挎包,289.0,96.0,5180,732,542,107,38,38,10805.49,2980.95,1,908,4.6
2026-05-20,P010,刺绣棒球帽,棒球帽,159.0,48.0,6334,650,436,73,24,24,3607.32,575.73,1,1168,4.6
2026-05-21,P001,黑色冲锋衣,冲锋衣,699.0,285.0,2629,338,227,41,16,18,11452.24,2731.64,2,616,4.6
2026-05-21,P002,云白防晒衣,防晒衣,399.0,148.0,2629,190,147,37,8,9,3377.15,535.89,1,801,4.7
2026-05-21,P003,卡其工装裤,工装裤,459.0,176.0,4408,383,253,66,9,10,4284.99,968.22,0,725,4.5
2026-05-21,P004,灰色连帽卫衣,卫衣,329.0,122.0,4710,626,483,129,22,25,7792.9,1521.46,0,893,4.6
2026-05-21,P005,复古印花T恤,T恤,199.0,63.0,4172,617,432,98,28,30,5662.2,1653.14,2,1113,4.7
2026-05-21,P006,轻量羽绒服,羽绒服,899.0,382.0,5419,570,488,125,22,26,22749.44,4411.12,0,388,4.3
2026-05-21,P007,水洗牛仔裤,牛仔裤,429.0,168.0,3024,384,292,79,12,14,5811.02,866.91,2,653,4.5
2026-05-21,P008,机能运动鞋,运动鞋,599.0,236.0,3291,280,219,58,15,16,8876.49,1420.07,2,543,4.5
2026-05-21,P009,城市斜挎包,斜挎包,289.0,96.0,4121,459,393,84,13,15,3997.7,1171.82,1,893,4.6
2026-05-21,P010,刺绣棒球帽,棒球帽,159.0,48.0,4647,558,372,89,21,24,3528.15,689.91,0,1144,4.4
2026-05-22,P001,黑色冲锋衣,冲锋衣,699.0,285.0,2723,334,278,70,15,17,10969.52,1793.71,2,599,5.0
2026-05-22,P002,云白防晒衣,防晒衣,399.0,148.0,3058,368,314,63,20,21,8254.09,1536.61,1,780,4.5
2026-05-22,P003,卡其工装裤,工装裤,459.0,176.0,4155,342,289,55,15,18,7861.87,1236.48,1,707,4.5
2026-05-22,P004,灰色连帽卫衣,卫衣,329.0,122.0,3234,348,266,45,14,14,4394.07,1245.16,1,879,4.4
2026-05-22,P005,复古印花T恤,T恤,199.0,63.0,3447,339,248,71,16,18,3530.96,582.47,0,1095,4.7
2026-05-22,P006,轻量羽绒服,羽绒服,899.0,382.0,2817,281,234,53,9,10,8344.4,1589.0,2,378,4.4
2026-05-22,P007,水洗牛仔裤,牛仔裤,429.0,168.0,4928,444,306,65,13,14,5619.94,1502.6,1,639,4.5
2026-05-22,P008,机能运动鞋,运动鞋,599.0,236.0,4343,689,451,102,34,37,21668.87,6242.54,2,506,4.7
2026-05-22,P009,城市斜挎包,斜挎包,289.0,96.0,4168,410,307,79,15,18,4908.92,948.28,0,875,4.7
2026-05-22,P010,刺绣棒球帽,棒球帽,159.0,48.0,5854,603,490,100,25,28,4119.72,874.49,0,1116,4.4
2026-05-23,P001,黑色冲锋衣,冲锋衣,699.0,285.0,3482,419,348,65,17,20,13574.21,3191.38,1,579,4.7
2026-05-23,P002,云白防晒衣,防晒衣,399.0,148.0,3594,318,216,59,11,13,4762.09,991.83,2,767,4.4
2026-05-23,P003,卡其工装裤,工装裤,459.0,176.0,4583,406,294,56,14,15,6385.12,1072.99,1,692,4.7
2026-05-23,P004,灰色连帽卫衣,卫衣,329.0,122.0,4463,632,441,103,21,24,7654.0,1585.15,2,855,4.4
2026-05-23,P005,复古印花T恤,T恤,199.0,63.0,3150,342,236,51,10,10,1886.69,437.19,2,1085,4.5
2026-05-23,P006,轻量羽绒服,羽绒服,899.0,382.0,4478,448,353,62,19,20,17179.61,2733.75,2,358,4.3
2026-05-23,P007,水洗牛仔裤,牛仔裤,429.0,168.0,6211,510,382,88,17,17,6705.08,1597.63,0,622,4.6
2026-05-23,P008,机能运动鞋,运动鞋,599.0,236.0,4632,618,481,89,24,27,15713.85,3417.71,0,479,4.7
2026-05-23,P009,城市斜挎包,斜挎包,289.0,96.0,6551,604,498,82,34,37,10417.14,2071.48,0,838,4.5
2026-05-23,P010,刺绣棒球帽,棒球帽,159.0,48.0,5909,529,347,100,28,33,5175.82,1159.65,0,1083,4.8
2026-05-24,P001,黑色冲锋衣,冲锋衣,699.0,285.0,4725,672,463,97,27,27,18348.34,2720.85,2,552,4.7
2026-05-24,P002,云白防晒衣,防晒衣,399.0,148.0,3049,253,191,48,13,15,5796.73,1593.91,1,752,4.3
2026-05-24,P003,卡其工装裤,工装裤,459.0,176.0,3696,340,238,51,18,18,7724.3,2265.03,2,674,4.6
2026-05-24,P004,灰色连帽卫衣,卫衣,329.0,122.0,4469,356,288,56,14,15,4706.42,1212.83,0,840,4.5
2026-05-24,P005,复古印花T恤,T恤,199.0,63.0,5209,747,500,114,32,36,6855.8,1411.09,1,1049,4.3
2026-05-24,P006,轻量羽绒服,羽绒服,899.0,382.0,4749,512,395,82,28,29,25483.37,4948.52,0,329,4.6
2026-05-24,P007,水洗牛仔裤,牛仔裤,429.0,168.0,4804,573,465,95,18,20,7965.09,2038.41,2,602,4.7
2026-05-24,P008,机能运动鞋,运动鞋,599.0,236.0,5942,661,568,113,23,27,15015.05,2501.29,2,452,4.7
2026-05-24,P009,城市斜挎包,斜挎包,289.0,96.0,4482,530,425,75,29,29,7936.46,1769.98,1,809,4.3
2026-05-24,P010,刺绣棒球帽,棒球帽,159.0,48.0,5048,697,522,142,23,24,3493.89,861.14,2,1059,4.8
2026-05-25,P001,黑色冲锋衣,冲锋衣,699.0,285.0,3505,504,348,82,25,29,19988.3,3670.12,1,523,4.5
2026-05-25,P002,云白防晒衣,防晒衣,399.0,148.0,3787,331,263,66,14,16,5915.11,1190.65,0,736,4.4
2026-05-25,P003,卡其工装裤,工装裤,459.0,176.0,3732,346,299,85,9,10,4327.74,1341.63,0,664,4.3
2026-05-25,P004,灰色连帽卫衣,卫衣,329.0,122.0,3544,316,211,37,17,20,6310.78,1007.77,1,820,4.5
2026-05-25,P005,复古印花T恤,T恤,199.0,63.0,3604,520,363,92,24,24,4474.99,813.42,1,1025,4.5
2026-05-25,P006,轻量羽绒服,羽绒服,899.0,382.0,4867,475,367,109,13,13,11009.86,2068.28,0,316,4.5
2026-05-25,P007,水洗牛仔裤,牛仔裤,429.0,168.0,3843,543,394,63,22,25,10120.99,1872.58,0,577,4.7
2026-05-25,P008,机能运动鞋,运动鞋,599.0,236.0,3973,379,301,90,12,12,6557.38,1275.6,1,440,4.6
2026-05-25,P009,城市斜挎包,斜挎包,289.0,96.0,4120,514,425,105,21,25,7127.58,2007.35,1,784,4.8
2026-05-25,P010,刺绣棒球帽,棒球帽,159.0,48.0,4841,520,366,84,15,18,2779.87,816.41,0,1041,4.6
2026-05-26,P001,黑色冲锋衣,冲锋衣,699.0,285.0,2269,232,182,47,8,9,6038.61,1375.93,2,514,4.6
2026-05-26,P002,云白防晒衣,防晒衣,399.0,148.0,4154,499,343,58,15,16,6302.38,1768.5,1,720,4.4
2026-05-26,P003,卡其工装裤,工装裤,459.0,176.0,3874,402,293,69,21,21,8820.91,1554.52,0,643,4.6
2026-05-26,P004,灰色连帽卫衣,卫衣,329.0,122.0,2868,312,220,44,14,16,5085.29,1319.25,1,804,4.2
2026-05-26,P005,复古印花T恤,T恤,199.0,63.0,3587,550,360,79,16,17,3165.22,814.19,1,1008,4.6
2026-05-26,P006,轻量羽绒服,羽绒服,899.0,382.0,3575,335,262,49,9,10,8277.72,1393.72,2,306,4.6
2026-05-26,P007,水洗牛仔裤,牛仔裤,429.0,168.0,2932,270,201,41,10,11,4566.56,749.97,0,566,4.4
2026-05-26,P008,机能运动鞋,运动鞋,599.0,236.0,4517,539,353,78,16,17,9654.37,1584.64,1,423,4.7
2026-05-26,P009,城市斜挎包,斜挎包,289.0,96.0,4151,569,429,89,27,32,8465.82,1328.8,0,752,4.4
2026-05-26,P010,刺绣棒球帽,棒球帽,159.0,48.0,6276,488,394,99,21,24,3572.63,544.5,0,1017,4.3
2026-05-27,P001,黑色冲锋衣,冲锋衣,699.0,285.0,4089,375,259,59,13,14,9017.24,1947.79,0,500,4.8
2026-05-27,P002,云白防晒衣,防晒衣,399.0,148.0,3256,288,194,34,15,16,6143.98,1349.39,1,704,4.3
2026-05-27,P003,卡其工装裤,工装裤,459.0,176.0,3631,407,289,48,22,22,9460.28,1692.01,0,621,4.4
2026-05-27,P004,灰色连帽卫衣,卫衣,329.0,122.0,4541,635,473,133,22,23,6994.99,1377.17,2,781,4.5
2026-05-27,P005,复古印花T恤,T恤,199.0,63.0,3590,475,351,89,16,18,3359.1,536.94,1,990,4.5
2026-05-27,P006,轻量羽绒服,羽绒服,899.0,382.0,3920,380,254,52,13,14,11479.17,2833.83,1,292,4.7
2026-05-27,P007,水洗牛仔裤,牛仔裤,429.0,168.0,4665,442,306,74,23,24,10115.33,1526.44,1,542,4.5
2026-05-27,P008,机能运动鞋,运动鞋,599.0,236.0,5636,574,426,102,26,29,16305.23,3061.23,1,394,4.6
2026-05-27,P009,城市斜挎包,斜挎包,289.0,96.0,5269,686,451,129,33,33,8682.28,1644.88,0,719,4.5
2026-05-27,P010,刺绣棒球帽,棒球帽,159.0,48.0,4694,327,265,44,17,17,2590.11,708.92,1,1000,4.7
2026-05-28,P001,黑色冲锋衣,冲锋衣,699.0,285.0,2330,288,211,44,8,8,5466.88,814.27,0,492,4.6
2026-05-28,P002,云白防晒衣,防晒衣,399.0,148.0,4082,450,388,103,26,29,10734.25,1608.53,2,675,4.4
2026-05-28,P003,卡其工装裤,工装裤,459.0,176.0,2903,359,252,51,12,12,5363.07,793.12,1,609,4.6
2026-05-28,P004,灰色连帽卫衣,卫衣,329.0,122.0,4930,693,450,106,20,20,6339.49,1411.76,2,761,4.6
2026-05-28,P005,复古印花T恤,T恤,199.0,63.0,4708,361,297,60,20,24,4551.36,906.04,0,966,4.2
2026-05-28,P006,轻量羽绒服,羽绒服,899.0,382.0,3936,410,357,98,16,19,16157.03,3889.69,1,273,4.5
2026-05-28,P007,水洗牛仔裤,牛仔裤,429.0,168.0,2860,250,166,46,11,13,5493.62,990.07,0,529,4.7
2026-05-28,P008,机能运动鞋,运动鞋,599.0,236.0,4919,517,337,68,26,27,14884.36,2685.93,2,367,4.8
2026-05-28,P009,城市斜挎包,斜挎包,289.0,96.0,5971,734,565,94,32,38,10865.94,3102.95,0,681,4.2
2026-05-28,P010,刺绣棒球帽,棒球帽,159.0,48.0,4135,354,289,65,20,20,3141.12,545.5,2,980,4.5
2026-05-29,P001,黑色冲锋衣,冲锋衣,699.0,285.0,3171,358,279,59,13,14,9487.62,1712.18,0,478,4.4
2026-05-29,P002,云白防晒衣,防晒衣,399.0,148.0,4385,357,287,65,14,14,5211.7,1410.84,0,661,4.9
2026-05-29,P003,卡其工装裤,工装裤,459.0,176.0,3924,352,304,83,9,10,4414.55,800.64,2,599,4.5
2026-05-29,P004,灰色连帽卫衣,卫衣,329.0,122.0,4232,563,378,97,20,21,6587.12,1327.39,1,740,4.7
2026-05-29,P005,复古印花T恤,T恤,199.0,63.0,4342,479,321,53,19,19,3672.52,649.58,2,947,4.3
2026-05-29,P006,轻量羽绒服,羽绒服,899.0,382.0,4712,504,408,108,28,28,22940.59,5385.46,2,245,4.6
2026-05-29,P007,水洗牛仔裤,牛仔裤,429.0,168.0,4583,365,306,59,14,15,6341.57,946.55,1,514,4.5
2026-05-29,P008,机能运动鞋,运动鞋,599.0,236.0,3773,299,234,49,10,12,7012.26,1662.17,2,355,4.5
2026-05-29,P009,城市斜挎包,斜挎包,289.0,96.0,4383,621,432,79,24,25,7025.86,1618.28,2,656,4.5
2026-05-29,P010,刺绣棒球帽,棒球帽,159.0,48.0,4604,469,406,89,22,22,3193.21,563.08,2,958,4.4
2026-05-30,P001,黑色冲锋衣,冲锋衣,699.0,285.0,3818,454,373,108,11,11,7167.08,1568.19,1,1067,4.5
2026-05-30,P002,云白防晒衣,防晒衣,399.0,148.0,5013,562,438,84,21,22,8406.41,1989.72,2,1279,4.7
2026-05-30,P003,卡其工装裤,工装裤,459.0,176.0,3929,536,355,66,21,23,10119.4,1596.52,1,1256,4.8
2026-05-30,P004,灰色连帽卫衣,卫衣,329.0,122.0,4681,449,307,89,19,22,6906.05,1322.67,0,1438,4.8
2026-05-30,P005,复古印花T恤,T恤,199.0,63.0,4351,593,449,81,22,25,4557.21,1328.91,2,1682,4.5
2026-05-30,P006,轻量羽绒服,羽绒服,899.0,382.0,4700,405,350,96,16,19,16121.84,3241.83,2,1026,4.6
2026-05-30,P007,水洗牛仔裤,牛仔裤,429.0,168.0,5334,437,299,69,16,17,6882.65,1110.41,1,1337,4.5
2026-05-30,P008,机能运动鞋,运动鞋,599.0,236.0,3816,522,340,94,30,34,18671.15,4586.38,2,1201,4.6
2026-05-30,P009,城市斜挎包,斜挎包,289.0,96.0,4589,428,300,71,24,25,6575.06,1372.09,2,1551,4.5
2026-05-30,P010,刺绣棒球帽,棒球帽,159.0,48.0,4909,692,465,103,32,35,5148.89,1406.57,1,1883,4.4
2026-05-31,P001,黑色冲锋衣,冲锋衣,699.0,285.0,4782,392,339,80,18,21,14323.18,2126.17,1,1046,4.3
2026-05-31,P002,云白防晒衣,防晒衣,399.0,148.0,3383,306,213,63,9,9,3383.38,770.22,0,1270,4.9
2026-05-31,P003,卡其工装裤,工装裤,459.0,176.0,3843,494,375,88,18,20,8444.41,1247.41,1,1236,4.6
2026-05-31,P004,灰色连帽卫衣,卫衣,329.0,122.0,5144,429,371,61,20,24,7751.22,1966.42,0,1414,4.6
2026-05-31,P005,复古印花T恤,T恤,199.0,63.0,3333,312,268,56,16,17,3234.69,526.51,1,1665,4.5
2026-05-31,P006,轻量羽绒服,羽绒服,899.0,382.0,5602,680,497,127,36,37,30277.7,5548.94,2,989,4.3
2026-05-31,P007,水洗牛仔裤,牛仔裤,429.0,168.0,4200,448,333,53,15,18,7406.02,1191.69,1,1319,4.7
2026-05-31,P008,机能运动鞋,运动鞋,599.0,236.0,5871,608,460,94,15,15,8760.45,2510.39,0,1186,4.2
2026-05-31,P009,城市斜挎包,斜挎包,289.0,96.0,4174,477,409,120,14,14,3810.04,984.51,1,1537,4.9
2026-05-31,P010,刺绣棒球帽,棒球帽,159.0,48.0,7004,785,530,144,45,54,8053.9,1937.51,0,1829,4.7
2026-06-01,P001,黑色冲锋衣,冲锋衣,699.0,285.0,3111,358,299,60,10,12,7895.7,1554.08,0,1034,4.6
2026-06-01,P002,云白防晒衣,防晒衣,399.0,148.0,2767,335,222,53,12,14,5227.8,1546.36,0,1256,4.4
2026-06-01,P003,卡其工装裤,工装裤,459.0,176.0,4488,379,258,71,11,12,5100.35,807.05,0,1224,4.5
2026-06-01,P004,灰色连帽卫衣,卫衣,329.0,122.0,2896,221,188,37,7,8,2531.56,483.45,0,1406,4.7
2026-06-01,P005,复古印花T恤,T恤,199.0,63.0,3528,520,349,73,23,23,4248.53,781.14,2,1642,4.3
2026-06-01,P006,轻量羽绒服,羽绒服,899.0,382.0,2777,246,174,36,10,12,10321.37,1964.96,2,977,4.2
2026-06-01,P007,水洗牛仔裤,牛仔裤,429.0,168.0,2946,283,206,54,12,14,5643.31,1655.25,2,1305,4.6
2026-06-01,P008,机能运动鞋,运动鞋,599.0,236.0,4907,475,335,72,20,23,13474.34,2237.92,1,1163,4.3
2026-06-01,P009,城市斜挎包,斜挎包,289.0,96.0,5963,531,344,68,15,16,4256.01,954.38,0,1521,4.6
2026-06-01,P010,刺绣棒球帽,棒球帽,159.0,48.0,6355,640,453,110,16,19,2788.41,645.74,1,1810,4.5
2026-06-02,P001,黑色冲锋衣,冲锋衣,699.0,285.0,3552,340,232,65,19,21,14154.25,2297.58,2,1013,4.5
2026-06-02,P002,云白防晒衣,防晒衣,399.0,148.0,2869,325,251,51,8,8,2917.09,521.27,1,1248,4.5
2026-06-02,P003,卡其工装裤,工装裤,459.0,176.0,4339,522,387,105,27,31,13820.09,3570.07,2,1193,4.5
2026-06-02,P004,灰色连帽卫衣,卫衣,329.0,122.0,3502,353,236,63,10,12,3729.63,880.68,0,1394,4.6
2026-06-02,P005,复古印花T恤,T恤,199.0,63.0,3771,378,271,68,22,26,5108.66,1148.41,0,1616,4.3
2026-06-02,P006,轻量羽绒服,羽绒服,899.0,382.0,4792,474,394,63,14,15,13226.68,2255.22,2,962,4.6
2026-06-02,P007,水洗牛仔裤,牛仔裤,429.0,168.0,5057,401,302,77,22,25,10459.57,2111.39,0,1280,4.7
2026-06-02,P008,机能运动鞋,运动鞋,599.0,236.0,4040,541,369,109,29,31,18188.79,3825.14,1,1132,4.6
2026-06-02,P009,城市斜挎包,斜挎包,289.0,96.0,3798,459,347,102,18,20,5468.32,1363.66,1,1501,4.6
2026-06-02,P010,刺绣棒球帽,棒球帽,159.0,48.0,4776,418,275,53,11,11,1685.33,451.65,0,1799,4.7
2026-06-03,P001,黑色冲锋衣,冲锋衣,699.0,285.0,3311,322,251,53,9,10,6794.35,2084.32,2,1003,4.4
2026-06-03,P002,云白防晒衣,防晒衣,399.0,148.0,3741,412,358,76,18,21,8043.88,2231.47,0,1227,4.5
2026-06-03,P003,卡其工装裤,工装裤,459.0,176.0,3230,327,219,53,14,14,6169.89,1704.48,2,1179,4.7
2026-06-03,P004,灰色连帽卫衣,卫衣,329.0,122.0,4566,355,257,49,18,21,6735.68,1485.62,0,1373,4.9
2026-06-03,P005,复古印花T恤,T恤,199.0,63.0,5168,410,346,63,16,18,3268.41,927.25,0,1598,4.5
2026-06-03,P006,轻量羽绒服,羽绒服,899.0,382.0,5161,447,344,63,13,13,11145.52,2910.41,1,949,4.7
2026-06-03,P007,水洗牛仔裤,牛仔裤,429.0,168.0,3513,361,252,62,14,15,6316.09,1021.75,0,1265,4.2
2026-06-03,P008,机能运动鞋,运动鞋,599.0,236.0,3686,339,247,67,14,15,8770.56,1345.78,0,1117,4.5
2026-06-03,P009,城市斜挎包,斜挎包,289.0,96.0,6043,831,589,144,28,33,8846.52,1618.41,2,1468,4.6
2026-06-03,P010,刺绣棒球帽,棒球帽,159.0,48.0,4891,365,293,52,16,19,2832.28,433.42,2,1780,4.5
2026-06-04,P001,黑色冲锋衣,冲锋衣,699.0,285.0,2587,313,267,43,12,12,7722.6,1562.25,0,991,4.4
2026-06-04,P002,云白防晒衣,防晒衣,399.0,148.0,3325,337,245,48,17,18,6673.87,1222.42,2,1209,4.6
2026-06-04,P003,卡其工装裤,工装裤,459.0,176.0,3771,448,384,84,11,11,4673.95,795.96,0,1168,4.4
2026-06-04,P004,灰色连帽卫衣,卫衣,329.0,122.0,3278,333,230,42,17,20,6099.16,1001.89,2,1353,4.5
2026-06-04,P005,复古印花T恤,T恤,199.0,63.0,2720,276,196,43,7,8,1484.43,272.38,1,1590,4.4
2026-06-04,P006,轻量羽绒服,羽绒服,899.0,382.0,4149,341,251,62,16,19,16236.4,4073.24,1,930,4.9
2026-06-04,P007,水洗牛仔裤,牛仔裤,429.0,168.0,3327,350,230,65,19,20,8110.19,1246.23,2,1245,4.4
2026-06-04,P008,机能运动鞋,运动鞋,599.0,236.0,4306,472,376,85,18,19,10451.83,2320.39,2,1098,4.3
2026-06-04,P009,城市斜挎包,斜挎包,289.0,96.0,3956,532,407,92,25,28,7859.27,1484.6,1,1440,4.5
2026-06-04,P010,刺绣棒球帽,棒球帽,159.0,48.0,4977,426,362,74,23,24,3672.31,684.57,1,1756,4.4
2026-06-05,P001,黑色冲锋衣,冲锋衣,699.0,285.0,3933,307,267,72,13,13,8627.2,2082.17,0,978,4.4
2026-06-05,P002,云白防晒衣,防晒衣,399.0,148.0,2978,237,186,52,11,11,4172.63,637.51,1,1198,4.5
